Name,Fibered,Crossing Number,Genus-3D,Arc Index,Grid Notation
13n_2869,Y,13,4,13,[[1;9];[1;12];[2;11];[2;13];[3;2];[3;12];[4;10];[4;13];[5;5];[5;11];[6;1];[6;8];[7;7];[7;9];[8;4];[8;6];[9;5];[9;8];[10;6];[10;10];[11;3];[11;7];[12;2];[12;4];[13;1];[13;3]]
13n_2870,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;8];[4;13];[5;6];[5;11];[6;9];[6;12];[7;7];[7;10];[8;5];[8;8];[9;3];[9;6];[10;4];[10;13];[11;1];[11;9];[12;2];[12;11];[13;10];[13;12]]
13n_2871,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;12];[5;6];[5;9];[6;8];[6;11];[7;10];[7;13];[8;9];[8;12];[9;1];[9;11];[10;4];[10;13];[11;2];[11;6];[12;7];[12;10];[13;5];[13;8]]
13n_2879,Y,13,4,13,[[1;7];[1;13];[2;2];[2;9];[3;8];[3;12];[4;10];[4;13];[5;6];[5;12];[6;1];[6;7];[7;5];[7;9];[8;6];[8;11];[9;4];[9;10];[10;5];[10;11];[11;3];[11;8];[12;2];[12;4];[13;1];[13;3]]
13n_2894,Y,13,4,13,[[1;5];[1;7];[2;6];[2;9];[3;8];[3;11];[4;2];[4;10];[5;4];[5;12];[6;9];[6;13];[7;1];[7;11];[8;7];[8;12];[9;10];[9;13];[10;5];[10;8];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_2896,Y,13,4,13,[[1;2];[1;12];[2;11];[2;13];[3;7];[3;9];[4;8];[4;12];[5;1];[5;10];[6;6];[6;11];[7;9];[7;13];[8;7];[8;10];[9;5];[9;8];[10;4];[10;6];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_2900,Y,13,3,13,[[1;2];[1;6];[2;8];[2;12];[3;11];[3;13];[4;7];[4;9];[5;5];[5;8];[6;6];[6;12];[7;10];[7;13];[8;7];[8;11];[9;1];[9;9];[10;4];[10;10];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_2902,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;10];[4;8];[4;11];[5;10];[5;12];[6;7];[6;9];[7;1];[7;8];[8;6];[8;11];[9;9];[9;13];[10;5];[10;12];[11;4];[11;7];[12;6];[12;13];[13;2];[13;5]]
13n_2905,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;13];[6;4];[6;8];[7;7];[7;10];[8;8];[8;11];[9;1];[9;10];[10;9];[10;12];[11;11];[11;13];[12;5];[12;12];[13;2];[13;9]]
13n_2906,Y,13,3,13,[[1;1];[1;3];[2;2];[2;5];[3;6];[3;8];[4;9];[4;11];[5;7];[5;10];[6;3];[6;13];[7;1];[7;9];[8;8];[8;12];[9;4];[9;11];[10;5];[10;12];[11;6];[11;13];[12;4];[12;7];[13;2];[13;10]]
13n_2914,Y,13,4,13,[[1;6];[1;11];[2;2];[2;10];[3;4];[3;13];[4;3];[4;5];[5;8];[5;12];[6;1];[6;11];[7;9];[7;12];[8;7];[8;10];[9;8];[9;13];[10;6];[10;9];[11;4];[11;7];[12;2];[12;5];[13;1];[13;3]]
13n_2915,Y,13,2,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;6];[5;5];[5;8];[6;6];[6;12];[7;10];[7;13];[8;7];[8;11];[9;1];[9;9];[10;2];[10;10];[11;8];[11;12];[12;11];[12;13];[13;7];[13;9]]
13n_2917,Y,13,5,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;10];[4;13];[5;6];[5;12];[6;5];[6;11];[7;1];[7;10];[8;9];[8;13];[9;8];[9;11];[10;4];[10;9];[11;7];[11;12];[12;6];[12;8];[13;2];[13;5]]
13n_2918,Y,13,5,13,[[1;1];[1;3];[2;2];[2;4];[3;5];[3;7];[4;6];[4;10];[5;3];[5;8];[6;7];[6;11];[7;8];[7;12];[8;9];[8;13];[9;5];[9;10];[10;1];[10;11];[11;4];[11;13];[12;2];[12;6];[13;9];[13;12]]
13n_2920,Y,13,5,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;5];[4;11];[5;3];[5;8];[6;7];[6;12];[7;8];[7;13];[8;1];[8;9];[9;2];[9;12];[10;6];[10;10];[11;9];[11;11];[12;4];[12;10];[13;6];[13;13]]
13n_2921,Y,13,4,13,[[1;8];[1;11];[2;2];[2;10];[3;7];[3;12];[4;6];[4;8];[5;1];[5;7];[6;9];[6;11];[7;5];[7;10];[8;6];[8;13];[9;4];[9;12];[10;5];[10;13];[11;3];[11;9];[12;2];[12;4];[13;1];[13;3]]
13n_2925,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;6];[4;13];[5;3];[5;11];[6;8];[6;12];[7;7];[7;10];[8;5];[8;9];[9;1];[9;8];[10;4];[10;9];[11;6];[11;11];[12;10];[12;13];[13;2];[13;12]]
13n_2929,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;6];[4;8];[5;7];[5;13];[6;3];[6;11];[7;9];[7;12];[8;8];[8;11];[9;5];[9;10];[10;1];[10;9];[11;4];[11;10];[12;6];[12;13];[13;2];[13;12]]
13n_2935,Y,13,3,13,[[1;4];[1;6];[2;7];[2;12];[3;2];[3;8];[4;7];[4;11];[5;5];[5;9];[6;8];[6;10];[7;9];[7;12];[8;6];[8;13];[9;1];[9;11];[10;4];[10;10];[11;3];[11;13];[12;2];[12;5];[13;1];[13;3]]
13n_2939,Y,13,4,13,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;12];[4;3];[4;7];[5;5];[5;9];[6;4];[6;8];[7;6];[7;13];[8;1];[8;10];[9;9];[9;13];[10;5];[10;11];[11;7];[11;12];[12;2];[12;10];[13;8];[13;11]]
13n_2943,Y,13,4,13,[[1;7];[1;11];[2;10];[2;12];[3;2];[3;9];[4;6];[4;11];[5;4];[5;7];[6;6];[6;13];[7;8];[7;12];[8;1];[8;10];[9;5];[9;13];[10;4];[10;8];[11;3];[11;9];[12;2];[12;5];[13;1];[13;3]]
13n_2947,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;7];[3;9];[4;3];[4;8];[5;6];[5;13];[6;5];[6;10];[7;9];[7;12];[8;1];[8;11];[9;10];[9;13];[10;4];[10;12];[11;2];[11;5];[12;7];[12;11];[13;6];[13;8]]
13n_2949,Y,13,4,13,[[1;8];[1;10];[2;9];[2;11];[3;2];[3;10];[4;7];[4;12];[5;5];[5;11];[6;8];[6;13];[7;1];[7;12];[8;6];[8;13];[9;5];[9;7];[10;4];[10;9];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_2960,Y,13,4,13,[[1;2];[1;12];[2;9];[2;13];[3;8];[3;11];[4;7];[4;10];[5;9];[5;12];[6;1];[6;11];[7;5];[7;8];[8;6];[8;13];[9;4];[9;10];[10;5];[10;7];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_2972,Y,13,4,13,[[1;2];[1;9];[2;7];[2;12];[3;11];[3;13];[4;10];[4;12];[5;6];[5;11];[6;1];[6;8];[7;5];[7;13];[8;4];[8;7];[9;6];[9;9];[10;8];[10;10];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_2975,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;6];[4;5];[4;8];[5;7];[5;10];[6;3];[6;9];[7;6];[7;13];[8;1];[8;10];[9;8];[9;12];[10;4];[10;11];[11;7];[11;12];[12;9];[12;13];[13;2];[13;11]]
13n_2980,Y,13,4,13,[[1;2];[1;12];[2;4];[2;11];[3;8];[3;13];[4;6];[4;10];[5;5];[5;7];[6;9];[6;11];[7;1];[7;10];[8;8];[8;12];[9;6];[9;9];[10;3];[10;7];[11;4];[11;13];[12;2];[12;5];[13;1];[13;3]]
13n_2981,Y,13,3,13,[[1;8];[1;11];[2;7];[2;10];[3;9];[3;12];[4;4];[4;8];[5;2];[5;6];[6;3];[6;13];[7;1];[7;11];[8;10];[8;13];[9;5];[9;7];[10;6];[10;12];[11;4];[11;9];[12;2];[12;5];[13;1];[13;3]]
13n_2986,Y,13,4,13,[[1;2];[1;10];[2;4];[2;13];[3;1];[3;8];[4;7];[4;12];[5;8];[5;13];[6;6];[6;11];[7;9];[7;12];[8;7];[8;10];[9;3];[9;9];[10;5];[10;11];[11;4];[11;6];[12;2];[12;5];[13;1];[13;3]]
13n_2989,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;9];[4;7];[4;12];[5;10];[5;13];[6;8];[6;11];[7;9];[7;12];[8;5];[8;11];[9;4];[9;8];[10;1];[10;6];[11;5];[11;10];[12;2];[12;7];[13;6];[13;13]]
13n_2991,Y,13,4,13,[[1;5];[1;8];[2;7];[2;9];[3;8];[3;12];[4;2];[4;9];[5;6];[5;11];[6;10];[6;13];[7;5];[7;11];[8;7];[8;12];[9;1];[9;10];[10;4];[10;13];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_2994,Y,13,3,13,[[1;1];[1;3];[2;2];[2;8];[3;5];[3;12];[4;9];[4;13];[5;8];[5;11];[6;4];[6;7];[7;3];[7;6];[8;1];[8;4];[9;2];[9;12];[10;10];[10;13];[11;5];[11;9];[12;7];[12;11];[13;6];[13;10]]
13n_2996,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;6];[4;8];[5;9];[5;13];[6;7];[6;11];[7;10];[7;12];[8;1];[8;11];[9;8];[9;13];[10;5];[10;9];[11;3];[11;6];[12;4];[12;12];[13;2];[13;10]]
13n_2997,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;7];[4;12];[5;5];[5;9];[6;6];[6;13];[7;4];[7;10];[8;8];[8;11];[9;7];[9;9];[10;1];[10;5];[11;10];[11;12];[12;8];[12;13];[13;2];[13;11]]
13n_2998,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;13];[5;1];[5;9];[6;7];[6;12];[7;6];[7;8];[8;7];[8;10];[9;9];[9;11];[10;5];[10;10];[11;8];[11;13];[12;2];[12;12];[13;6];[13;11]]
13n_3003,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;6];[5;9];[5;13];[6;5];[6;12];[7;8];[7;13];[8;7];[8;10];[9;1];[9;9];[10;8];[10;11];[11;10];[11;12];[12;6];[12;11];[13;2];[13;7]]
13n_3006,Y,13,4,13,[[1;2];[1;12];[2;10];[2;13];[3;8];[3;11];[4;6];[4;9];[5;1];[5;8];[6;10];[6;12];[7;7];[7;11];[8;5];[8;9];[9;6];[9;13];[10;4];[10;7];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_3007,Y,13,4,13,[[1;2];[1;9];[2;5];[2;13];[3;1];[3;11];[4;10];[4;12];[5;8];[5;13];[6;7];[6;11];[7;6];[7;8];[8;9];[8;12];[9;4];[9;7];[10;5];[10;10];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_3008,Y,13,4,13,[[1;10];[1;12];[2;6];[2;11];[3;9];[3;13];[4;4];[4;10];[5;2];[5;8];[6;4];[6;9];[7;1];[7;7];[8;6];[8;8];[9;5];[9;12];[10;7];[10;13];[11;3];[11;11];[12;2];[12;5];[13;1];[13;3]]
13n_3012,Y,13,4,13,[[1;10];[1;12];[2;8];[2;11];[3;6];[3;9];[4;7];[4;13];[5;2];[5;8];[6;6];[6;12];[7;1];[7;7];[8;10];[8;13];[9;5];[9;11];[10;4];[10;9];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_3020,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;11];[5;6];[5;13];[6;1];[6;8];[7;7];[7;9];[8;5];[8;12];[9;10];[9;13];[10;8];[10;11];[11;10];[11;12];[12;6];[12;9];[13;2];[13;7]]
13n_3025,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;8];[4;13];[5;6];[5;9];[6;8];[6;10];[7;9];[7;12];[8;1];[8;11];[9;7];[9;13];[10;4];[10;10];[11;5];[11;12];[12;2];[12;6];[13;5];[13;11]]
13n_3029,Y,13,3,13,[[1;2];[1;9];[2;5];[2;13];[3;7];[3;10];[4;9];[4;11];[5;1];[5;10];[6;4];[6;12];[7;11];[7;13];[8;6];[8;8];[9;7];[9;12];[10;5];[10;8];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_3031,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;12];[5;11];[5;13];[6;7];[6;12];[7;6];[7;8];[8;1];[8;10];[9;9];[9;11];[10;7];[10;10];[11;5];[11;8];[12;6];[12;13];[13;2];[13;9]]
13n_3035,Y,13,4,13,[[1;2];[1;11];[2;5];[2;13];[3;1];[3;9];[4;7];[4;12];[5;10];[5;13];[6;6];[6;8];[7;7];[7;9];[8;8];[8;11];[9;4];[9;10];[10;5];[10;12];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
13n_3037,Y,13,4,13,[[1;2];[1;10];[2;8];[2;12];[3;6];[3;9];[4;4];[4;7];[5;1];[5;6];[6;8];[6;10];[7;3];[7;11];[8;5];[8;13];[9;4];[9;12];[10;9];[10;13];[11;7];[11;11];[12;2];[12;5];[13;1];[13;3]]
13n_3038,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;8];[5;5];[5;12];[6;1];[6;10];[7;9];[7;11];[8;7];[8;13];[9;2];[9;12];[10;10];[10;13];[11;8];[11;11];[12;6];[12;9];[13;5];[13;7]]
13n_3039,Y,13,4,13,[[1;4];[1;12];[2;2];[2;11];[3;8];[3;12];[4;3];[4;13];[5;6];[5;9];[6;7];[6;10];[7;5];[7;8];[8;9];[8;11];[9;1];[9;10];[10;6];[10;13];[11;4];[11;7];[12;2];[12;5];[13;1];[13;3]]
13n_3042,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;10];[5;5];[5;13];[6;1];[6;9];[7;8];[7;12];[8;9];[8;13];[9;7];[9;11];[10;6];[10;8];[11;2];[11;7];[12;10];[12;12];[13;5];[13;11]]
13n_3049,Y,13,3,13,[[1;1];[1;3];[2;2];[2;6];[3;3];[3;12];[4;7];[4;9];[5;1];[5;8];[6;5];[6;11];[7;7];[7;12];[8;10];[8;13];[9;4];[9;11];[10;2];[10;5];[11;9];[11;13];[12;6];[12;10];[13;4];[13;8]]
13n_3056,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;13];[4;1];[4;6];[5;5];[5;10];[6;7];[6;13];[7;6];[7;9];[8;8];[8;12];[9;7];[9;11];[10;4];[10;9];[11;5];[11;12];[12;2];[12;10];[13;8];[13;11]]
13n_3057,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;7];[4;5];[4;11];[5;3];[5;8];[6;6];[6;12];[7;4];[7;11];[8;10];[8;13];[9;1];[9;12];[10;7];[10;13];[11;6];[11;9];[12;8];[12;10];[13;2];[13;9]]
13n_3063,Y,13,4,13,[[1;2];[1;12];[2;7];[2;10];[3;9];[3;13];[4;8];[4;11];[5;6];[5;10];[6;1];[6;9];[7;4];[7;12];[8;3];[8;7];[9;5];[9;8];[10;11];[10;13];[11;4];[11;6];[12;2];[12;5];[13;1];[13;3]]
13n_3064,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;6];[4;8];[5;7];[5;9];[6;10];[6;13];[7;8];[7;12];[8;1];[8;11];[9;9];[9;13];[10;4];[10;10];[11;5];[11;12];[12;2];[12;6];[13;5];[13;11]]
13n_3072,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;10];[4;9];[4;11];[5;1];[5;10];[6;7];[6;13];[7;5];[7;11];[8;3];[8;12];[9;8];[9;13];[10;6];[10;12];[11;4];[11;7];[12;6];[12;9];[13;2];[13;8]]
13n_3080,Y,13,4,13,[[1;4];[1;11];[2;2];[2;9];[3;8];[3;13];[4;3];[4;11];[5;6];[5;12];[6;7];[6;13];[7;1];[7;10];[8;5];[8;12];[9;4];[9;9];[10;5];[10;10];[11;6];[11;8];[12;2];[12;7];[13;1];[13;3]]
13n_3089,Y,13,2,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;8];[5;6];[5;9];[6;5];[6;7];[7;11];[7;13];[8;6];[8;12];[9;10];[9;13];[10;8];[10;11];[11;1];[11;9];[12;7];[12;10];[13;2];[13;12]]
13n_3092,Y,13,5,13,[[1;2];[1;12];[2;1];[2;8];[3;6];[3;10];[4;7];[4;9];[5;8];[5;11];[6;5];[6;9];[7;6];[7;13];[8;4];[8;10];[9;7];[9;12];[10;11];[10;13];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_3095,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;10];[5;7];[5;11];[6;9];[6;12];[7;6];[7;10];[8;11];[8;13];[9;1];[9;12];[10;8];[10;13];[11;4];[11;9];[12;2];[12;7];[13;5];[13;8]]
13n_3107,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;13];[5;1];[5;12];[6;10];[6;13];[7;7];[7;11];[8;9];[8;12];[9;6];[9;10];[10;8];[10;11];[11;4];[11;9];[12;2];[12;7];[13;5];[13;8]]
13n_3113,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;11];[4;7];[4;13];[5;4];[5;10];[6;1];[6;6];[7;5];[7;7];[8;8];[8;11];[9;6];[9;9];[10;2];[10;12];[11;10];[11;13];[12;8];[12;12];[13;4];[13;9]]
13n_3116,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;13];[6;6];[6;9];[7;8];[7;11];[8;1];[8;10];[9;7];[9;12];[10;11];[10;13];[11;4];[11;12];[12;2];[12;9];[13;5];[13;10]]
13n_3126,Y,13,4,13,[[1;2];[1;12];[2;4];[2;6];[3;10];[3;13];[4;9];[4;12];[5;5];[5;11];[6;1];[6;10];[7;8];[7;11];[8;7];[8;9];[9;3];[9;8];[10;6];[10;13];[11;4];[11;7];[12;2];[12;5];[13;1];[13;3]]
13n_3131,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;8];[5;13];[6;6];[6;9];[7;8];[7;10];[8;9];[8;12];[9;1];[9;11];[10;7];[10;13];[11;4];[11;12];[12;2];[12;10];[13;5];[13;11]]
13n_3135,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;9];[5;8];[5;12];[6;1];[6;9];[7;4];[7;11];[8;10];[8;12];[9;7];[9;11];[10;5];[10;13];[11;4];[11;10];[12;2];[12;8];[13;6];[13;13]]
13n_3141,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;1];[4;5];[5;6];[5;10];[6;8];[6;12];[7;7];[7;11];[8;4];[8;10];[9;5];[9;12];[10;9];[10;13];[11;2];[11;11];[12;8];[12;13];[13;6];[13;9]]
13n_3143,Y,13,4,13,[[1;10];[1;13];[2;6];[2;12];[3;2];[3;8];[4;6];[4;10];[5;1];[5;7];[6;4];[6;9];[7;5];[7;8];[8;7];[8;13];[9;5];[9;11];[10;9];[10;12];[11;3];[11;11];[12;2];[12;4];[13;1];[13;3]]
13n_3165,Y,13,4,13,[[1;2];[1;12];[2;4];[2;7];[3;8];[3;13];[4;6];[4;10];[5;1];[5;7];[6;5];[6;11];[7;9];[7;12];[8;8];[8;10];[9;3];[9;6];[10;11];[10;13];[11;4];[11;9];[12;2];[12;5];[13;1];[13;3]]
13n_3166,Y,13,4,13,[[1;1];[1;3];[2;2];[2;6];[3;4];[3;7];[4;3];[4;12];[5;10];[5;13];[6;5];[6;9];[7;6];[7;12];[8;5];[8;8];[9;1];[9;11];[10;7];[10;13];[11;4];[11;9];[12;2];[12;10];[13;8];[13;11]]
13n_3170,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;9];[6;10];[6;13];[7;8];[7;12];[8;1];[8;11];[9;9];[9;13];[10;4];[10;12];[11;2];[11;7];[12;5];[12;10];[13;8];[13;11]]
13n_3171,Y,13,4,13,[[1;4];[1;9];[2;8];[2;11];[3;2];[3;10];[4;7];[4;13];[5;1];[5;11];[6;5];[6;9];[7;6];[7;12];[8;5];[8;8];[9;10];[9;13];[10;3];[10;12];[11;4];[11;7];[12;2];[12;6];[13;1];[13;3]]
13n_3179,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;7];[3;9];[4;5];[4;8];[5;3];[5;10];[6;6];[6;12];[7;11];[7;13];[8;4];[8;7];[9;1];[9;5];[10;2];[10;12];[11;9];[11;13];[12;6];[12;10];[13;8];[13;11]]
13n_3181,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;13];[4;1];[4;11];[5;7];[5;12];[6;10];[6;13];[7;6];[7;11];[8;5];[8;10];[9;4];[9;9];[10;2];[10;6];[11;8];[11;12];[12;7];[12;9];[13;5];[13;8]]
13n_3187,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;7];[5;6];[5;13];[6;4];[6;8];[7;1];[7;12];[8;10];[8;13];[9;7];[9;11];[10;5];[10;9];[11;8];[11;10];[12;9];[12;12];[13;2];[13;11]]
13n_3194,Y,13,4,13,[[1;2];[1;12];[2;4];[2;7];[3;6];[3;9];[4;11];[4;13];[5;8];[5;12];[6;5];[6;10];[7;9];[7;11];[8;1];[8;6];[9;3];[9;10];[10;7];[10;13];[11;4];[11;8];[12;2];[12;5];[13;1];[13;3]]
13n_3197,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;13];[4;9];[4;12];[5;8];[5;10];[6;4];[6;9];[7;1];[7;11];[8;8];[8;13];[9;6];[9;12];[10;2];[10;7];[11;6];[11;11];[12;5];[12;10];[13;4];[13;7]]
13n_3204,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;5];[4;4];[4;8];[5;7];[5;12];[6;5];[6;9];[7;8];[7;11];[8;6];[8;10];[9;7];[9;11];[10;9];[10;13];[11;1];[11;12];[12;6];[12;13];[13;2];[13;10]]
13n_3206,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;10];[5;7];[5;13];[6;4];[6;9];[7;6];[7;8];[8;7];[8;11];[9;5];[9;8];[10;10];[10;12];[11;1];[11;11];[12;9];[12;13];[13;2];[13;12]]
13n_3209,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;10];[4;7];[4;13];[5;1];[5;11];[6;8];[6;12];[7;6];[7;10];[8;7];[8;9];[9;8];[9;11];[10;5];[10;9];[11;6];[11;13];[12;4];[12;12];[13;2];[13;5]]
13n_3213,Y,13,4,13,[[1;9];[1;11];[2;2];[2;10];[3;4];[3;6];[4;7];[4;13];[5;5];[5;12];[6;9];[6;13];[7;1];[7;6];[8;3];[8;11];[9;8];[9;12];[10;7];[10;10];[11;4];[11;8];[12;2];[12;5];[13;1];[13;3]]
13n_3214,Y,13,4,13,[[1;2];[1;10];[2;4];[2;9];[3;6];[3;12];[4;1];[4;11];[5;5];[5;8];[6;7];[6;13];[7;3];[7;12];[8;4];[8;8];[9;10];[9;13];[10;6];[10;9];[11;7];[11;11];[12;2];[12;5];[13;1];[13;3]]
13n_3215,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;9];[4;7];[4;11];[5;6];[5;9];[6;10];[6;13];[7;5];[7;8];[8;3];[8;12];[9;7];[9;13];[10;4];[10;8];[11;1];[11;11];[12;6];[12;12];[13;2];[13;10]]
13n_3218,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;8];[4;6];[4;13];[5;1];[5;12];[6;7];[6;13];[7;4];[7;10];[8;9];[8;12];[9;8];[9;10];[10;5];[10;11];[11;2];[11;9];[12;7];[12;11];[13;4];[13;6]]
13n_3219,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;8];[4;7];[4;11];[5;9];[5;13];[6;5];[6;11];[7;8];[7;12];[8;10];[8;13];[9;6];[9;12];[10;4];[10;7];[11;1];[11;5];[12;2];[12;9];[13;6];[13;10]]
13n_3230,Y,13,3,13,[[1;5];[1;9];[2;2];[2;11];[3;8];[3;13];[4;1];[4;10];[5;9];[5;12];[6;6];[6;11];[7;7];[7;12];[8;6];[8;10];[9;4];[9;8];[10;5];[10;13];[11;3];[11;7];[12;2];[12;4];[13;1];[13;3]]
13n_3236,Y,13,4,13,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;8];[4;6];[4;10];[5;8];[5;13];[6;5];[6;7];[7;9];[7;11];[8;3];[8;10];[9;6];[9;12];[10;1];[10;11];[11;4];[11;7];[12;9];[12;13];[13;2];[13;12]]
13n_3237,Y,13,3,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;9];[4;5];[4;7];[5;6];[5;13];[6;1];[6;8];[7;7];[7;10];[8;5];[8;9];[9;8];[9;11];[10;10];[10;13];[11;4];[11;12];[12;2];[12;11];[13;6];[13;12]]
13n_3240,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;6];[3;10];[4;3];[4;9];[5;7];[5;11];[6;5];[6;8];[7;7];[7;9];[8;6];[8;13];[9;1];[9;12];[10;4];[10;10];[11;5];[11;13];[12;2];[12;11];[13;8];[13;12]]
13n_3245,Y,13,4,13,[[1;2];[1;6];[2;9];[2;13];[3;5];[3;10];[4;9];[4;12];[5;1];[5;11];[6;8];[6;13];[7;6];[7;10];[8;7];[8;12];[9;4];[9;8];[10;7];[10;11];[11;3];[11;5];[12;2];[12;4];[13;1];[13;3]]
13n_3251,Y,13,4,13,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;8];[4;7];[4;11];[5;6];[5;10];[6;5];[6;7];[7;6];[7;13];[8;8];[8;12];[9;1];[9;11];[10;4];[10;13];[11;2];[11;9];[12;5];[12;10];[13;9];[13;12]]
13n_3260,Y,13,4,13,[[1;8];[1;10];[2;2];[2;12];[3;9];[3;13];[4;1];[4;11];[5;4];[5;13];[6;7];[6;10];[7;8];[7;12];[8;6];[8;11];[9;3];[9;7];[10;5];[10;9];[11;4];[11;6];[12;2];[12;5];[13;1];[13;3]]
13n_3263,Y,13,5,13,[[1;1];[1;3];[2;2];[2;5];[3;9];[3;11];[4;3];[4;10];[5;4];[5;6];[6;7];[6;13];[7;5];[7;12];[8;9];[8;13];[9;1];[9;6];[10;2];[10;11];[11;8];[11;12];[12;7];[12;10];[13;4];[13;8]]
13n_3266,Y,13,4,13,[[1;6];[1;9];[2;2];[2;8];[3;7];[3;10];[4;9];[4;13];[5;1];[5;11];[6;5];[6;10];[7;6];[7;12];[8;11];[8;13];[9;4];[9;12];[10;5];[10;8];[11;3];[11;7];[12;2];[12;4];[13;1];[13;3]]
13n_3278,Y,13,4,13,[[1;2];[1;9];[2;5];[2;13];[3;4];[3;8];[4;7];[4;12];[5;1];[5;10];[6;8];[6;13];[7;9];[7;11];[8;10];[8;12];[9;6];[9;11];[10;5];[10;7];[11;3];[11;6];[12;2];[12;4];[13;1];[13;3]]
