Name,Fibered,Crossing Number,Genus-3D,Arc Index,Grid Notation
13n_5013,Y,13,5,12,[[1;6];[1;9];[2;8];[2;11];[3;2];[3;10];[4;9];[4;12];[5;4];[5;7];[6;6];[6;11];[7;1];[7;8];[8;5];[8;12];[9;4];[9;10];[10;3];[10;7];[11;2];[11;5];[12;1];[12;3]]
13n_5015,Y,13,5,12,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;9];[5;7];[5;12];[6;1];[6;10];[7;5];[7;8];[8;6];[8;11];[9;9];[9;12];[10;7];[10;10];[11;2];[11;8];[12;5];[12;11]]
13n_5023,Y,13,4,12,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;7];[5;10];[6;4];[6;9];[7;6];[7;11];[8;1];[8;10];[9;8];[9;12];[10;2];[10;11];[11;5];[11;9];[12;7];[12;12]]
13n_5027,Y,13,4,12,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;5];[4;8];[5;6];[5;11];[6;7];[6;10];[7;4];[7;8];[8;9];[8;12];[9;5];[9;11];[10;1];[10;10];[11;7];[11;12];[12;2];[12;9]]
13n_5034,Y,13,4,12,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;7];[4;5];[4;8];[5;6];[5;10];[6;1];[6;9];[7;7];[7;12];[8;4];[8;10];[9;6];[9;11];[10;8];[10;12];[11;2];[11;9];[12;5];[12;11]]
13n_5043,Y,13,4,12,[[1;1];[1;3];[2;2];[2;4];[3;3];[3;6];[4;4];[4;8];[5;7];[5;10];[6;5];[6;9];[7;6];[7;11];[8;1];[8;10];[9;8];[9;12];[10;5];[10;11];[11;2];[11;9];[12;7];[12;12]]
13n_5078,Y,13,4,12,[[1;1];[1;3];[2;2];[2;5];[3;4];[3;9];[4;6];[4;10];[5;8];[5;12];[6;5];[6;11];[7;3];[7;10];[8;7];[8;12];[9;6];[9;9];[10;1];[10;8];[11;4];[11;11];[12;2];[12;7]]
13n_5095,Y,13,5,12,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;8];[4;4];[4;12];[5;6];[5;9];[6;1];[6;7];[7;5];[7;11];[8;8];[8;12];[9;2];[9;9];[10;6];[10;10];[11;7];[11;11];[12;4];[12;10]]
13n_5106,Y,13,4,12,[[1;1];[1;3];[2;2];[2;5];[3;3];[3;7];[4;6];[4;9];[5;4];[5;8];[6;5];[6;10];[7;1];[7;9];[8;7];[8;11];[9;10];[9;12];[10;4];[10;11];[11;2];[11;8];[12;6];[12;12]]
11a_3,Y,11,4,13,[[1;2];[1;12];[2;5];[2;8];[3;7];[3;9];[4;1];[4;3];[5;11];[5;13];[6;10];[6;12];[7;8];[7;11];[8;4];[8;10];[9;2];[9;6];[10;4];[10;13];[11;3];[11;7];[12;5];[12;9];[13;1];[13;6]]
11a_5,Y,11,3,13,[[1;2];[1;9];[2;3];[2;13];[3;5];[3;11];[4;10];[4;12];[5;1];[5;6];[6;4];[6;11];[7;3];[7;5];[8;6];[8;13];[9;8];[9;12];[10;7];[10;9];[11;4];[11;8];[12;2];[12;10];[13;1];[13;7]]
11a_7,Y,11,4,13,[[1;2];[1;11];[2;1];[2;4];[3;10];[3;12];[4;3];[4;11];[5;5];[5;13];[6;4];[6;9];[7;8];[7;10];[8;2];[8;12];[9;3];[9;13];[10;7];[10;9];[11;6];[11;8];[12;5];[12;7];[13;1];[13;6]]
11a_9,Y,11,4,13,[[1;2];[1;13];[2;1];[2;6];[3;4];[3;7];[4;3];[4;5];[5;4];[5;6];[6;8];[6;11];[7;5];[7;9];[8;7];[8;12];[9;8];[9;10];[10;2];[10;11];[11;3];[11;12];[12;9];[12;13];[13;1];[13;10]]
11a_14,Y,11,4,13,[[1;2];[1;11];[2;10];[2;12];[3;11];[3;13];[4;9];[4;12];[5;3];[5;10];[6;1];[6;5];[7;3];[7;13];[8;4];[8;8];[9;2];[9;5];[10;6];[10;9];[11;4];[11;7];[12;6];[12;8];[13;1];[13;7]]
11a_15,Y,11,4,13,[[1;2];[1;12];[2;11];[2;13];[3;10];[3;12];[4;6];[4;9];[5;7];[5;11];[6;3];[6;10];[7;1];[7;5];[8;3];[8;13];[9;4];[9;6];[10;2];[10;5];[11;4];[11;8];[12;7];[12;9];[13;1];[13;8]]
11a_17,Y,11,3,13,[[1;2];[1;13];[2;9];[2;12];[3;1];[3;4];[4;2];[4;11];[5;3];[5;5];[6;4];[6;8];[7;7];[7;12];[8;3];[8;8];[9;6];[9;9];[10;5];[10;7];[11;10];[11;13];[12;6];[12;11];[13;1];[13;10]]
11a_19,Y,11,4,13,[[1;3];[1;13];[2;1];[2;9];[3;2];[3;4];[4;3];[4;11];[5;5];[5;12];[6;4];[6;6];[7;5];[7;10];[8;8];[8;11];[9;7];[9;9];[10;6];[10;8];[11;2];[11;10];[12;7];[12;13];[13;1];[13;12]]
11a_22,Y,11,4,13,[[1;2];[1;13];[2;7];[2;12];[3;1];[3;3];[4;2];[4;8];[5;4];[5;9];[6;3];[6;6];[7;8];[7;10];[8;9];[8;13];[9;5];[9;7];[10;4];[10;6];[11;5];[11;11];[12;10];[12;12];[13;1];[13;11]]
11a_24,Y,11,4,13,[[1;7];[1;13];[2;2];[2;12];[3;1];[3;9];[4;4];[4;10];[5;3];[5;8];[6;2];[6;4];[7;6];[7;9];[8;5];[8;7];[9;3];[9;6];[10;8];[10;12];[11;5];[11;11];[12;10];[12;13];[13;1];[13;11]]
11a_25,Y,11,4,13,[[1;2];[1;8];[2;7];[2;11];[3;9];[3;13];[4;3];[4;12];[5;1];[5;10];[6;5];[6;11];[7;10];[7;12];[8;4];[8;8];[9;3];[9;5];[10;6];[10;9];[11;4];[11;7];[12;2];[12;13];[13;1];[13;6]]
11a_26,Y,11,4,13,[[1;2];[1;12];[2;11];[2;13];[3;10];[3;12];[4;4];[4;11];[5;1];[5;6];[6;3];[6;13];[7;2];[7;4];[8;5];[8;9];[9;3];[9;6];[10;7];[10;10];[11;5];[11;8];[12;7];[12;9];[13;1];[13;8]]
11a_28,Y,11,4,13,[[1;2];[1;13];[2;1];[2;3];[3;2];[3;12];[4;5];[4;10];[5;6];[5;13];[6;4];[6;7];[7;3];[7;5];[8;6];[8;9];[9;7];[9;11];[10;10];[10;12];[11;8];[11;11];[12;4];[12;9];[13;1];[13;8]]
11a_33,Y,11,4,13,[[1;7];[1;10];[2;5];[2;9];[3;7];[3;13];[4;4];[4;6];[5;3];[5;5];[6;4];[6;11];[7;2];[7;6];[8;1];[8;3];[9;10];[9;12];[10;11];[10;13];[11;8];[11;12];[12;2];[12;9];[13;1];[13;8]]
11a_34,Y,11,4,13,[[1;2];[1;13];[2;1];[2;4];[3;3];[3;5];[4;4];[4;6];[5;7];[5;9];[6;5];[6;8];[7;2];[7;6];[8;7];[8;12];[9;10];[9;13];[10;9];[10;11];[11;10];[11;12];[12;3];[12;11];[13;1];[13;8]]
11a_35,Y,11,4,13,[[1;2];[1;12];[2;11];[2;13];[3;1];[3;12];[4;3];[4;13];[5;2];[5;10];[6;6];[6;11];[7;5];[7;9];[8;4];[8;6];[9;7];[9;10];[10;5];[10;8];[11;7];[11;9];[12;3];[12;8];[13;1];[13;4]]
11a_40,Y,11,4,13,[[1;2];[1;13];[2;3];[2;5];[3;1];[3;4];[4;3];[4;6];[5;9];[5;11];[6;10];[6;12];[7;5];[7;8];[8;7];[8;11];[9;8];[9;12];[10;6];[10;9];[11;2];[11;7];[12;4];[12;13];[13;1];[13;10]]
11a_42,Y,11,3,13,[[1;2];[1;13];[2;1];[2;5];[3;2];[3;10];[4;4];[4;6];[5;7];[5;11];[6;9];[6;12];[7;8];[7;10];[8;7];[8;9];[9;5];[9;11];[10;3];[10;6];[11;4];[11;13];[12;3];[12;12];[13;1];[13;8]]
11a_44,Y,11,4,13,[[1;8];[1;13];[2;3];[2;9];[3;10];[3;12];[4;2];[4;6];[5;1];[5;3];[6;5];[6;7];[7;4];[7;6];[8;2];[8;5];[9;4];[9;11];[10;8];[10;12];[11;7];[11;10];[12;9];[12;13];[13;1];[13;11]]
11a_47,Y,11,4,13,[[1;8];[1;13];[2;3];[2;9];[3;2];[3;4];[4;1];[4;3];[5;2];[5;7];[6;5];[6;11];[7;4];[7;6];[8;5];[8;7];[9;10];[9;12];[10;8];[10;11];[11;6];[11;10];[12;9];[12;13];[13;1];[13;12]]
11a_51,Y,11,3,13,[[1;7];[1;13];[2;2];[2;12];[3;1];[3;3];[4;2];[4;11];[5;9];[5;12];[6;4];[6;11];[7;3];[7;6];[8;5];[8;7];[9;4];[9;6];[10;8];[10;10];[11;9];[11;13];[12;5];[12;10];[13;1];[13;8]]
11a_53,Y,11,4,13,[[1;2];[1;13];[2;1];[2;3];[3;2];[3;12];[4;5];[4;13];[5;4];[5;11];[6;6];[6;12];[7;5];[7;10];[8;9];[8;11];[9;3];[9;6];[10;8];[10;10];[11;7];[11;9];[12;4];[12;8];[13;1];[13;7]]
11a_55,Y,11,4,13,[[1;2];[1;13];[2;1];[2;12];[3;6];[3;9];[4;11];[4;13];[5;10];[5;12];[6;7];[6;11];[7;3];[7;10];[8;2];[8;5];[9;4];[9;6];[10;3];[10;5];[11;4];[11;8];[12;7];[12;9];[13;1];[13;8]]
11a_57,Y,11,4,13,[[1;4];[1;13];[2;1];[2;8];[3;5];[3;11];[4;3];[4;10];[5;9];[5;11];[6;7];[6;10];[7;6];[7;8];[8;5];[8;7];[9;2];[9;4];[10;3];[10;12];[11;2];[11;9];[12;6];[12;13];[13;1];[13;12]]
11a_62,Y,11,4,13,[[1;8];[1;13];[2;1];[2;11];[3;4];[3;9];[4;2];[4;6];[5;3];[5;5];[6;7];[6;12];[7;4];[7;10];[8;3];[8;6];[9;2];[9;7];[10;8];[10;11];[11;5];[11;10];[12;9];[12;13];[13;1];[13;12]]
11a_66,Y,11,4,13,[[1;3];[1;13];[2;2];[2;4];[3;3];[3;5];[4;4];[4;9];[5;1];[5;8];[6;2];[6;12];[7;11];[7;13];[8;10];[8;12];[9;9];[9;11];[10;6];[10;10];[11;5];[11;7];[12;6];[12;8];[13;1];[13;7]]
11a_68,Y,11,4,13,[[1;2];[1;13];[2;1];[2;4];[3;2];[3;11];[4;3];[4;5];[5;10];[5;12];[6;4];[6;11];[7;6];[7;13];[8;5];[8;7];[9;6];[9;8];[10;7];[10;9];[11;8];[11;10];[12;3];[12;12];[13;1];[13;9]]
11a_71,Y,11,4,13,[[1;2];[1;13];[2;1];[2;3];[3;2];[3;11];[4;8];[4;12];[5;7];[5;10];[6;9];[6;11];[7;4];[7;10];[8;5];[8;13];[9;4];[9;8];[10;6];[10;9];[11;5];[11;7];[12;3];[12;12];[13;1];[13;6]]
11a_72,Y,11,4,13,[[1;2];[1;11];[2;1];[2;7];[3;10];[3;12];[4;11];[4;13];[5;9];[5;12];[6;4];[6;6];[7;5];[7;10];[8;8];[8;13];[9;3];[9;7];[10;2];[10;4];[11;6];[11;9];[12;3];[12;8];[13;1];[13;5]]
11a_73,Y,11,4,13,[[1;3];[1;13];[2;1];[2;9];[3;2];[3;4];[4;3];[4;11];[5;7];[5;10];[6;5];[6;12];[7;4];[7;8];[8;6];[8;11];[9;5];[9;7];[10;6];[10;9];[11;2];[11;10];[12;8];[12;13];[13;1];[13;12]]
11a_74,Y,11,4,13,[[1;4];[1;10];[2;3];[2;5];[3;4];[3;6];[4;5];[4;7];[5;6];[5;11];[6;8];[6;12];[7;11];[7;13];[8;7];[8;10];[9;2];[9;12];[10;1];[10;3];[11;2];[11;9];[12;8];[12;13];[13;1];[13;9]]
11a_76,Y,11,4,13,[[1;2];[1;8];[2;3];[2;13];[3;7];[3;11];[4;6];[4;8];[5;9];[5;12];[6;1];[6;10];[7;4];[7;11];[8;3];[8;7];[9;10];[9;13];[10;5];[10;9];[11;4];[11;6];[12;2];[12;12];[13;1];[13;5]]
11a_79,Y,11,4,13,[[1;4];[1;12];[2;3];[2;5];[3;11];[3;13];[4;7];[4;10];[5;8];[5;12];[6;4];[6;11];[7;2];[7;6];[8;1];[8;3];[9;5];[9;7];[10;6];[10;9];[11;8];[11;10];[12;2];[12;13];[13;1];[13;9]]
11a_80,Y,11,4,13,[[1;2];[1;4];[2;3];[2;9];[3;1];[3;6];[4;8];[4;11];[5;10];[5;13];[6;4];[6;12];[7;5];[7;7];[8;6];[8;13];[9;5];[9;11];[10;9];[10;12];[11;7];[11;10];[12;2];[12;8];[13;1];[13;3]]
11a_81,Y,11,4,13,[[1;4];[1;13];[2;2];[2;10];[3;3];[3;6];[4;5];[4;7];[5;6];[5;8];[6;7];[6;11];[7;4];[7;9];[8;8];[8;10];[9;2];[9;5];[10;1];[10;9];[11;3];[11;12];[12;11];[12;13];[13;1];[13;12]]
11a_82,Y,11,4,13,[[1;2];[1;11];[2;10];[2;12];[3;11];[3;13];[4;9];[4;12];[5;1];[5;10];[6;8];[6;13];[7;4];[7;9];[8;3];[8;7];[9;2];[9;4];[10;6];[10;8];[11;5];[11;7];[12;3];[12;6];[13;1];[13;5]]
11a_83,Y,11,4,13,[[1;2];[1;13];[2;1];[2;3];[3;2];[3;12];[4;4];[4;13];[5;3];[5;11];[6;5];[6;7];[7;6];[7;12];[8;4];[8;8];[9;7];[9;9];[10;8];[10;10];[11;9];[11;11];[12;5];[12;10];[13;1];[13;6]]
11a_86,Y,11,4,13,[[1;2];[1;13];[2;3];[2;7];[3;1];[3;4];[4;3];[4;11];[5;5];[5;8];[6;7];[6;9];[7;8];[7;10];[8;9];[8;12];[9;4];[9;11];[10;10];[10;13];[11;2];[11;6];[12;5];[12;12];[13;1];[13;6]]
11a_88,Y,11,4,13,[[1;5];[1;13];[2;2];[2;12];[3;1];[3;11];[4;8];[4;12];[5;3];[5;11];[6;6];[6;9];[7;8];[7;10];[8;2];[8;9];[9;4];[9;10];[10;3];[10;5];[11;4];[11;7];[12;6];[12;13];[13;1];[13;7]]
11a_92,Y,11,4,13,[[1;2];[1;13];[2;4];[2;12];[3;9];[3;11];[4;1];[4;5];[5;3];[5;10];[6;8];[6;12];[7;7];[7;9];[8;6];[8;8];[9;5];[9;7];[10;2];[10;4];[11;6];[11;11];[12;3];[12;13];[13;1];[13;10]]
11a_96,Y,11,3,13,[[1;2];[1;10];[2;3];[2;6];[3;4];[3;7];[4;6];[4;13];[5;1];[5;12];[6;8];[6;13];[7;9];[7;11];[8;7];[8;10];[9;8];[9;12];[10;3];[10;11];[11;2];[11;5];[12;4];[12;9];[13;1];[13;5]]
11a_99,Y,11,4,13,[[1;2];[1;10];[2;8];[2;11];[3;1];[3;6];[4;3];[4;7];[5;5];[5;9];[6;6];[6;12];[7;10];[7;13];[8;9];[8;11];[9;4];[9;12];[10;2];[10;5];[11;4];[11;8];[12;3];[12;13];[13;1];[13;7]]
11a_106,Y,11,4,13,[[1;4];[1;13];[2;3];[2;5];[3;4];[3;6];[4;2];[4;5];[5;3];[5;7];[6;6];[6;11];[7;1];[7;10];[8;9];[8;11];[9;8];[9;10];[10;7];[10;9];[11;2];[11;12];[12;8];[12;13];[13;1];[13;12]]
11a_108,Y,11,4,13,[[1;2];[1;13];[2;7];[2;12];[3;8];[3;10];[4;1];[4;3];[5;2];[5;9];[6;6];[6;13];[7;5];[7;7];[8;4];[8;6];[9;3];[9;5];[10;8];[10;11];[11;10];[11;12];[12;4];[12;11];[13;1];[13;9]]
11a_109,Y,11,4,13,[[1;5];[1;13];[2;4];[2;6];[3;3];[3;5];[4;2];[4;4];[5;3];[5;11];[6;1];[6;7];[7;6];[7;10];[8;8];[8;11];[9;7];[9;9];[10;8];[10;10];[11;2];[11;12];[12;9];[12;13];[13;1];[13;12]]
11a_112,Y,11,4,13,[[1;8];[1;13];[2;2];[2;12];[3;7];[3;9];[4;8];[4;10];[5;6];[5;9];[6;1];[6;7];[7;3];[7;11];[8;10];[8;12];[9;2];[9;4];[10;3];[10;5];[11;4];[11;6];[12;5];[12;13];[13;1];[13;11]]
11a_113,Y,11,4,13,[[1;2];[1;13];[2;1];[2;11];[3;3];[3;6];[4;8];[4;10];[5;7];[5;9];[6;8];[6;12];[7;4];[7;11];[8;7];[8;13];[9;3];[9;12];[10;2];[10;5];[11;4];[11;6];[12;5];[12;10];[13;1];[13;9]]
11a_121,Y,11,3,13,[[1;2];[1;12];[2;11];[2;13];[3;1];[3;12];[4;4];[4;10];[5;7];[5;9];[6;8];[6;13];[7;3];[7;11];[8;2];[8;4];[9;6];[9;9];[10;5];[10;7];[11;3];[11;6];[12;5];[12;10];[13;1];[13;8]]
11a_125,Y,11,4,13,[[1;2];[1;12];[2;1];[2;4];[3;3];[3;5];[4;11];[4;13];[5;6];[5;8];[6;7];[6;9];[7;4];[7;8];[8;6];[8;12];[9;2];[9;10];[10;9];[10;11];[11;5];[11;10];[12;3];[12;13];[13;1];[13;7]]
11a_126,Y,11,4,13,[[1;2];[1;13];[2;5];[2;12];[3;1];[3;11];[4;4];[4;7];[5;6];[5;12];[6;3];[6;9];[7;8];[7;10];[8;9];[8;11];[9;2];[9;4];[10;7];[10;10];[11;5];[11;8];[12;3];[12;13];[13;1];[13;6]]
11a_127,Y,11,4,13,[[1;4];[1;13];[2;2];[2;11];[3;3];[3;5];[4;4];[4;12];[5;2];[5;6];[6;5];[6;10];[7;9];[7;11];[8;1];[8;10];[9;3];[9;12];[10;7];[10;13];[11;6];[11;8];[12;7];[12;9];[13;1];[13;8]]
11a_128,Y,11,3,13,[[1;2];[1;13];[2;1];[2;4];[3;2];[3;9];[4;3];[4;5];[5;4];[5;10];[6;8];[6;12];[7;6];[7;9];[8;5];[8;7];[9;6];[9;8];[10;3];[10;10];[11;11];[11;13];[12;7];[12;12];[13;1];[13;11]]
11a_129,Y,11,4,13,[[1;6];[1;13];[2;3];[2;12];[3;1];[3;11];[4;9];[4;12];[5;2];[5;4];[6;8];[6;10];[7;5];[7;7];[8;6];[8;9];[9;3];[9;7];[10;5];[10;11];[11;2];[11;10];[12;4];[12;13];[13;1];[13;8]]
11a_131,Y,11,4,13,[[1;2];[1;12];[2;4];[2;8];[3;7];[3;9];[4;8];[4;10];[5;3];[5;5];[6;1];[6;4];[7;11];[7;13];[8;3];[8;12];[9;9];[9;13];[10;6];[10;11];[11;5];[11;7];[12;2];[12;10];[13;1];[13;6]]
11a_139,Y,11,4,13,[[1;3];[1;13];[2;1];[2;12];[3;11];[3;13];[4;7];[4;9];[5;4];[5;8];[6;2];[6;5];[7;4];[7;6];[8;5];[8;7];[9;3];[9;10];[10;9];[10;12];[11;2];[11;10];[12;6];[12;11];[13;1];[13;8]]
11a_142,Y,11,4,13,[[1;5];[1;12];[2;4];[2;8];[3;10];[3;13];[4;9];[4;11];[5;10];[5;12];[6;7];[6;11];[7;3];[7;9];[8;2];[8;4];[9;1];[9;3];[10;6];[10;8];[11;5];[11;7];[12;2];[12;13];[13;1];[13;6]]
11a_146,Y,11,4,13,[[1;5];[1;11];[2;9];[2;12];[3;11];[3;13];[4;2];[4;12];[5;8];[5;10];[6;1];[6;9];[7;4];[7;7];[8;6];[8;10];[9;5];[9;7];[10;3];[10;8];[11;2];[11;4];[12;3];[12;13];[13;1];[13;6]]
11a_147,Y,11,4,13,[[1;2];[1;13];[2;4];[2;11];[3;10];[3;12];[4;6];[4;9];[5;8];[5;11];[6;1];[6;9];[7;5];[7;12];[8;3];[8;6];[9;2];[9;4];[10;7];[10;10];[11;5];[11;8];[12;3];[12;13];[13;1];[13;7]]
11a_151,Y,11,4,13,[[1;8];[1;13];[2;3];[2;9];[3;2];[3;7];[4;6];[4;8];[5;5];[5;7];[6;4];[6;6];[7;5];[7;10];[8;9];[8;11];[9;3];[9;10];[10;1];[10;4];[11;2];[11;12];[12;11];[12;13];[13;1];[13;12]]
11a_156,Y,11,4,13,[[1;2];[1;13];[2;6];[2;10];[3;5];[3;7];[4;1];[4;3];[5;2];[5;4];[6;3];[6;6];[7;5];[7;12];[8;11];[8;13];[9;8];[9;12];[10;7];[10;11];[11;4];[11;9];[12;8];[12;10];[13;1];[13;9]]
11a_157,Y,11,4,13,[[1;7];[1;13];[2;2];[2;10];[3;3];[3;6];[4;4];[4;12];[5;9];[5;11];[6;1];[6;10];[7;8];[7;11];[8;5];[8;9];[9;4];[9;7];[10;3];[10;12];[11;2];[11;6];[12;5];[12;13];[13;1];[13;8]]
11a_158,Y,11,4,13,[[1;2];[1;12];[2;3];[2;7];[3;1];[3;4];[4;11];[4;13];[5;3];[5;12];[6;8];[6;10];[7;9];[7;13];[8;6];[8;11];[9;4];[9;8];[10;5];[10;7];[11;6];[11;10];[12;2];[12;9];[13;1];[13;5]]
11a_159,Y,11,3,13,[[1;6];[1;13];[2;2];[2;10];[3;1];[3;7];[4;9];[4;11];[5;10];[5;12];[6;8];[6;11];[7;4];[7;9];[8;7];[8;12];[9;3];[9;5];[10;4];[10;6];[11;5];[11;13];[12;2];[12;8];[13;1];[13;3]]
11a_160,Y,11,4,13,[[1;7];[1;13];[2;2];[2;10];[3;3];[3;6];[4;1];[4;4];[5;9];[5;11];[6;10];[6;12];[7;8];[7;11];[8;3];[8;9];[9;5];[9;12];[10;4];[10;7];[11;6];[11;13];[12;2];[12;8];[13;1];[13;5]]
11a_162,Y,11,4,13,[[1;7];[1;13];[2;3];[2;8];[3;2];[3;6];[4;5];[4;7];[5;3];[5;11];[6;6];[6;9];[7;4];[7;8];[8;1];[8;5];[9;4];[9;10];[10;9];[10;11];[11;2];[11;12];[12;10];[12;13];[13;1];[13;12]]
11a_163,Y,11,4,13,[[1;5];[1;13];[2;3];[2;7];[3;5];[3;8];[4;2];[4;4];[5;3];[5;11];[6;1];[6;6];[7;4];[7;9];[8;7];[8;10];[9;9];[9;11];[10;6];[10;8];[11;2];[11;12];[12;10];[12;13];[13;1];[13;12]]
11a_164,Y,11,4,13,[[1;3];[1;13];[2;2];[2;4];[3;3];[3;12];[4;1];[4;6];[5;5];[5;10];[6;9];[6;11];[7;10];[7;12];[8;2];[8;11];[9;7];[9;13];[10;6];[10;8];[11;7];[11;9];[12;4];[12;8];[13;1];[13;5]]
11a_170,Y,11,4,13,[[1;3];[1;13];[2;1];[2;10];[3;2];[3;4];[4;6];[4;9];[5;8];[5;11];[6;5];[6;7];[7;6];[7;10];[8;3];[8;7];[9;5];[9;12];[10;2];[10;11];[11;9];[11;13];[12;4];[12;12];[13;1];[13;8]]
11a_171,Y,11,4,13,[[1;2];[1;12];[2;4];[2;9];[3;7];[3;10];[4;1];[4;5];[5;3];[5;8];[6;11];[6;13];[7;6];[7;12];[8;9];[8;13];[9;8];[9;11];[10;5];[10;7];[11;2];[11;4];[12;3];[12;10];[13;1];[13;6]]
11a_174,Y,11,4,13,[[1;7];[1;13];[2;3];[2;9];[3;5];[3;8];[4;7];[4;10];[5;4];[5;6];[6;5];[6;9];[7;2];[7;6];[8;4];[8;10];[9;1];[9;3];[10;2];[10;12];[11;11];[11;13];[12;8];[12;12];[13;1];[13;11]]
11a_175,Y,11,4,13,[[1;2];[1;13];[2;5];[2;8];[3;1];[3;4];[4;9];[4;11];[5;10];[5;12];[6;7];[6;11];[7;3];[7;9];[8;5];[8;12];[9;6];[9;8];[10;4];[10;7];[11;2];[11;6];[12;3];[12;13];[13;1];[13;10]]
11a_176,Y,11,4,13,[[1;7];[1;13];[2;1];[2;9];[3;3];[3;8];[4;2];[4;4];[5;3];[5;5];[6;4];[6;6];[7;5];[7;12];[8;2];[8;7];[9;6];[9;9];[10;10];[10;13];[11;8];[11;11];[12;10];[12;12];[13;1];[13;11]]
11a_177,Y,11,4,13,[[1;2];[1;13];[2;1];[2;10];[3;8];[3;11];[4;7];[4;9];[5;3];[5;8];[6;4];[6;10];[7;3];[7;5];[8;4];[8;6];[9;5];[9;7];[10;9];[10;12];[11;2];[11;11];[12;6];[12;13];[13;1];[13;12]]
11a_179,Y,11,4,13,[[1;4];[1;13];[2;3];[2;5];[3;4];[3;6];[4;2];[4;5];[5;3];[5;7];[6;6];[6;8];[7;7];[7;9];[8;8];[8;10];[9;9];[9;11];[10;1];[10;10];[11;2];[11;12];[12;11];[12;13];[13;1];[13;12]]
11a_180,Y,11,4,13,[[1;2];[1;13];[2;1];[2;12];[3;4];[3;13];[4;3];[4;11];[5;5];[5;12];[6;7];[6;9];[7;4];[7;6];[8;5];[8;8];[9;6];[9;10];[10;9];[10;11];[11;7];[11;10];[12;2];[12;8];[13;1];[13;3]]
11a_182,Y,11,4,13,[[1;2];[1;13];[2;1];[2;12];[3;11];[3;13];[4;10];[4;12];[5;4];[5;11];[6;5];[6;8];[7;7];[7;9];[8;3];[8;8];[9;6];[9;10];[10;4];[10;7];[11;5];[11;9];[12;2];[12;6];[13;1];[13;3]]
11a_184,Y,11,4,13,[[1;4];[1;13];[2;2];[2;5];[3;1];[3;3];[4;2];[4;4];[5;10];[5;12];[6;9];[6;11];[7;8];[7;10];[8;3];[8;6];[9;5];[9;9];[10;7];[10;13];[11;6];[11;8];[12;7];[12;12];[13;1];[13;11]]
11a_189,Y,11,4,13,[[1;2];[1;13];[2;1];[2;12];[3;4];[3;9];[4;5];[4;13];[5;3];[5;10];[6;9];[6;11];[7;10];[7;12];[8;2];[8;4];[9;3];[9;8];[10;6];[10;11];[11;5];[11;7];[12;6];[12;8];[13;1];[13;7]]
11a_194,Y,11,4,13,[[1;2];[1;13];[2;1];[2;12];[3;4];[3;7];[4;9];[4;11];[5;8];[5;10];[6;9];[6;13];[7;5];[7;12];[8;3];[8;8];[9;2];[9;4];[10;3];[10;6];[11;5];[11;7];[12;6];[12;11];[13;1];[13;10]]
11a_196,Y,11,4,13,[[1;4];[1;13];[2;1];[2;11];[3;3];[3;5];[4;2];[4;4];[5;10];[5;12];[6;3];[6;11];[7;6];[7;13];[8;5];[8;9];[9;7];[9;10];[10;6];[10;8];[11;7];[11;9];[12;2];[12;12];[13;1];[13;8]]
11a_203,Y,11,4,13,[[1;2];[1;7];[2;3];[2;13];[3;1];[3;8];[4;6];[4;9];[5;8];[5;10];[6;9];[6;11];[7;10];[7;12];[8;11];[8;13];[9;4];[9;7];[10;3];[10;5];[11;4];[11;6];[12;2];[12;12];[13;1];[13;5]]
11a_206,Y,11,4,13,[[1;2];[1;13];[2;1];[2;11];[3;3];[3;7];[4;9];[4;12];[5;8];[5;10];[6;9];[6;11];[7;6];[7;10];[8;8];[8;13];[9;3];[9;12];[10;5];[10;7];[11;4];[11;6];[12;2];[12;5];[13;1];[13;4]]
11a_209,Y,11,3,13,[[1;7];[1;13];[2;2];[2;11];[3;1];[3;3];[4;9];[4;12];[5;6];[5;8];[6;7];[6;10];[7;5];[7;8];[8;2];[8;6];[9;9];[9;11];[10;4];[10;12];[11;3];[11;5];[12;4];[12;13];[13;1];[13;10]]
11a_215,Y,11,4,13,[[1;2];[1;9];[2;6];[2;12];[3;1];[3;3];[4;4];[4;7];[5;5];[5;8];[6;7];[6;10];[7;9];[7;13];[8;2];[8;11];[9;10];[9;12];[10;8];[10;11];[11;4];[11;13];[12;3];[12;6];[13;1];[13;5]]
11a_216,Y,11,4,13,[[1;6];[1;13];[2;1];[2;12];[3;2];[3;8];[4;4];[4;13];[5;7];[5;9];[6;5];[6;8];[7;3];[7;6];[8;5];[8;7];[9;4];[9;10];[10;9];[10;11];[11;2];[11;10];[12;3];[12;12];[13;1];[13;11]]
11a_217,Y,11,4,13,[[1;7];[1;13];[2;3];[2;8];[3;2];[3;6];[4;5];[4;7];[5;4];[5;6];[6;5];[6;9];[7;3];[7;11];[8;8];[8;10];[9;1];[9;9];[10;4];[10;11];[11;2];[11;12];[12;10];[12;13];[13;1];[13;12]]
